"omega","prev","b0","b1","r2"
0.01,0.580111791477787,0.323232323232323,1.40392375906173,0.270843263909059
0.01,0.581341503946685,0.328282828282828,1.42393039212753,0.275977939933077
0.01,0.582570206462315,0.333333333333333,1.4319073435592,0.278763051362309
0.01,0.583797884617197,0.338383838383838,1.45621630640587,0.280002427099392
0.01,0.585024524053972,0.343434343434343,1.46004698439768,0.285135068243016
0.01,0.586250110466038,0.348484848484849,1.4853198265182,0.289319181990707
0.01,0.587474629598182,0.353535353535354,1.49193115844119,0.292138381162338
0.01,0.588698067247206,0.358585858585859,1.5107818919962,0.296906350197898
0.01,0.589920409262554,0.363636363636364,1.51910507910935,0.295948641721866
0.01,0.591141641546922,0.368686868686869,1.53502725530308,0.30470804659488
0.01,0.592361750056872,0.373737373737374,1.56060590288759,0.30431079184616
0.01,0.59358072080344,0.378787878787879,1.5749985897621,0.31092731600579
0.01,0.594798539852731,0.383838383838384,1.58596838124173,0.306591057533881
0.01,0.596015193326517,0.388888888888889,1.60440021693509,0.316910681729998
0.01,0.597230667402825,0.393939393939394,1.62567082305251,0.321059108130293
0.01,0.598444948316522,0.398989898989899,1.63275520892008,0.320495774275955
0.01,0.599658022359889,0.404040404040404,1.64012111067645,0.332831828298351
0.01,0.600869875883195,0.409090909090909,1.66784263562798,0.328488346033912
0.01,0.602080495295265,0.414141414141414,1.67902938470937,0.334088043768635
0.01,0.603289867064035,0.419191919191919,1.69273872029156,0.337880892720445
0.01,0.604497977717112,0.424242424242424,1.70527145239956,0.341081276604117
0.01,0.605704813842319,0.429292929292929,1.72244735471299,0.341308214692733
0.01,0.60691036208824,0.434343434343434,1.7465448874537,0.343446996195415
0.01,0.608114609164752,0.439393939393939,1.74726964173169,0.347350354403281
0.01,0.609317541843561,0.444444444444444,1.76514876254007,0.352627589849023
0.01,0.610519146958722,0.44949494949495,1.79498706205972,0.359068963623416
0.01,0.611719411407161,0.454545454545455,1.79801615754637,0.353636217671576
0.01,0.612918322149184,0.45959595959596,1.81967801567387,0.359981718428468
0.01,0.614115866208985,0.464646464646465,1.83116006105457,0.3660374328039
0.01,0.615312030675142,0.46969696969697,1.83388408747217,0.366598288594138
0.01,0.616506802701117,0.474747474747475,1.85645149741138,0.369881134861616
0.01,0.617700169505738,0.47979797979798,1.8685067889276,0.370767563346174
0.01,0.618892118373682,0.484848484848485,1.89137358647155,0.377834317974965
0.01,0.620082636655946,0.48989898989899,1.89986468797819,0.377739151672236
0.01,0.621271711770323,0.494949494949495,1.92035968447562,0.385720215960286
0.01,0.622459331201855,0.5,1.94119569901933,0.379866660364918
