"","Difference","Prevalence","R2","AUC","F1","IMV"
"896",0.191757406540062,0.005,0.0834427121806136,0.664395639563956,0.60548742465184,0.280213786461449
"897",0.0683006192352011,0.0533,0.0737840205308971,0.65650458929068,0.682732919254658,0.169111498194103
"898",0.0317783518223721,0.2002,0.0613975680268828,0.654024324318659,0.18378079158594,0.0497797686429901
"899",0.238941280734403,0.1981,0.140303389368471,0.731963192195501,0.821737446753582,0.104567099373592
"900",0.17720917795399,0.1211,0.076990463861169,0.663386063743486,0.748245739653444,0.102509058796381
"901",0.189341014591834,0.2166,0.0987746975419235,0.7007716100751,0.833383621990224,0.0709365272681144
"902",0.229345797893221,0.0527,0.11377345941053,0.694959415338502,0.700762443245096,0.226284917856265
"903",0.0562293606602811,0.1684,0.0860065741336012,0.67544417686512,0.311785400175902,0.0804665948879293
"904",0.309352083218033,0.1291,0.164117117867207,0.742582356157733,0.775906151300948,0.17695817899529
"905",0.119365699134534,0.2384,0.0855326355436505,0.689154902657535,0.143617021276596,0.0552883802395751
"906",0.0218692202510453,0.1534,0.0526126795062734,0.638319714658696,0.784436095013692,0.0574484402033293
"907",0.199981039887522,0.202,0.100195520539311,0.69763231610547,0.820561218069712,0.0747548045563475
"908",0.374561000791431,0.1147,0.227325033054037,0.782988635848817,0.772197669746886,0.253845948098438
"909",0.126065847753788,0.3419,0.0879933489028378,0.725430017747724,0.914435009797518,0.0294657384132044
"910",0.278595929050366,0.00700000000000001,0.141686406605282,0.715935043268481,0.648073546121268,0.364078533534598
"911",0.0769040261529561,0.0666,0.0682935428894287,0.649633758047379,0.480653950953679,0.142690853069609
"912",0.315265885639929,0.089,0.152898103296347,0.729524287525973,0.73353194306521,0.216606663213583
"913",0.520162895366114,0.1549,0.342663077853063,0.844671373533064,0.708569953536396,0.274791447681485
"914",0.0312808600366348,0.0168,0.0554320812730528,0.632692965049823,0.559609120521173,0.199611032561915
"915",0.200173292056095,0.0803,0.0835158728379511,0.667699670267419,0.71153695122909,0.148093116821415
"916",0.0698326187119081,0.0105,0.0780068305521107,0.657779560786307,0.624247134252963,0.258262281008303
"917",0.123071038791354,0.0288,0.0687222622690185,0.649989749992937,0.551503372584886,0.2012377774257
"918",0.530367769614574,0.0396,0.332574137364982,0.826438229495865,0.782234957020057,0.473583502856719
"919",0.36142143693584,0.1002,0.205528425787815,0.765480165941018,0.627470234442126,0.25567819071781
"920",0.254816279491381,0.0682,0.114648853982116,0.696413994511323,0.701727642276423,0.205101126507607
"921",0.0425433508004424,0.175,0.0610529159965399,0.64957249002849,0.182993021452572,0.0574752490553271
"922",0.285772956883757,0.0921999999999999,0.156953792172411,0.732385321754328,0.577114427860697,0.218836053348957
"923",0.179897830537602,0.0472,0.154911547423217,0.726584980330316,0.628950276243094,0.294370443855626
"924",0.0965791129363353,0.0536,0.0551274316919842,0.634431181630306,0.491836997043322,0.137550714008179
"925",0.283073865368065,0.0207,0.148426496558643,0.722457944017729,0.690666171831509,0.337380634908348
"926",0.110587218214871,0.00339999999999996,0.0628553330282225,0.643053294784351,0.594926350245499,0.244706124403535
"927",0.0339129845406071,0.0719,0.0475414430348419,0.625123662140145,0.696474896993743,0.103349286577468
"928",0.339630663013319,0.1694,0.187945180458365,0.764900568287083,0.514972085941465,0.160996564029686
"929",0.2862257593227,0.057,0.162571995664379,0.733214333477878,0.720434745104805,0.278085594868183
"930",0.191158194109996,0.1685,0.082237472960489,0.675612202190582,0.791774110366168,0.0788779113930002
"931",0.26618139946506,0.2248,0.177331507017984,0.764219891052544,0.415572008598042,0.107171449155503
"932",0.277499224456185,0.0506,0.226510471698536,0.770396246939254,0.75067842605156,0.360888530466856
"933",0.17167508719109,0.2459,0.102881400301493,0.71065468797312,0.178289473684211,0.0615214177202788
"934",0.385448398480789,0.1826,0.211637000371892,0.783700050826827,0.547429153232649,0.163568125872759
"935",0.173518000375086,0.0221,0.0867159608792096,0.669060683714131,0.637932678554401,0.246137374553069
"936",0.121330874613172,0.1573,0.0748109112431652,0.663892942412237,0.277004638833665,0.076399546098696
"937",0.206239601343982,0.1092,0.091998374778125,0.677307387039129,0.459517923362176,0.128476924552767
"938",0.254778028659909,0.1909,0.11176794667574,0.708233096717558,0.321584888274591,0.0896026687750268
"939",0.455655824865579,0.1873,0.296803470560396,0.831686873609096,0.833550065019506,0.20506766082594
"940",0.168589462827104,0.0907,0.0754769663746613,0.659409750886274,0.445856108730979,0.128156253186489
"941",0.211672581422708,0.1771,0.0984748330711755,0.692110877282148,0.330343469700284,0.086504282582391
"942",0.0610617894779898,0.0554,0.0624752166075678,0.644313849173315,0.677486130661588,0.147667373158749
"943",0.00453063180747038,0.0301,0.0491485036283725,0.626620698476105,0.63892570015019,0.161413371123257
"944",0.137120524805259,0.287,0.0913806064067518,0.704775667985039,0.0652659812248547,0.0421830947882578
"945",0.273624428073408,0.2577,0.156107115430036,0.764143566959352,0.860757982691734,0.0850230172947861
"946",0.203410676165248,0.1292,0.102936797382321,0.691825067156047,0.759199483537766,0.122625705971623
"947",0.19577039860016,0.0959,0.0917680140445228,0.678598070067095,0.735443415945058,0.14124313512844
"948",0.240259349525729,0.1819,0.158495609047746,0.744140111129659,0.442155309033281,0.127680443321602
"949",0.00395406168794832,0.0627,0.0387479828103576,0.61055422284288,0.68047570292195,0.0969298589357507
"950",0.210121802603812,0.0565,0.0879408289569311,0.670650293598965,0.68428207306712,0.186553274737974
"951",0.0922989009375578,0.138,0.0580543882279617,0.641891226034396,0.272918418839361,0.0704868948099725
"952",0.0750517195637042,0.0656,0.109111312006315,0.688641204047398,0.713229919597174,0.201949829598418
"953",0.111348468667782,0.2728,0.0725595422866765,0.681078374686525,0.870474014848658,0.0370538809402298
"954",0.011151017586289,0.0305,0.0781068299610846,0.656482009557564,0.560107154816386,0.216932249255355
"955",0.104451119330952,0.0907,0.0876702512432415,0.671876129026708,0.724287856071964,0.143435030065731
"956",0.0828738207088603,0.1888,0.0760672344727956,0.668182939518525,0.813266583229036,0.0644041989278769
"957",0.0249129306489045,0.2684,0.115893983042605,0.720202365186526,0.870608899297424,0.0581282578156988
"958",0.0423575039874755,0.0711000000000001,0.0929578494483498,0.675496506784243,0.522072429288924,0.172213244589196
"959",0.1118441326986,0.2662,0.0952983780796315,0.706785165545405,0.867722430175641,0.0511996525153919
