"","b0","b1","b2","prev","ew","r2","auc","f1"
"21",0.501971323275939,0.9204809255898,0.3,0.6085,0.191395427189935,0.154195453397395,0.731542332305336,0.549275362318841
"22",0.153682410251349,0.56598692573607,0.3,0.5385,0.187115733946305,0.0628137979977487,0.641353719464739,0.523255813953488
"23",0.694750002818182,0.0360620939172804,0.3,0.662,-0.00105898493781661,-0.000819205989682548,0.50437813482955,NA
"24",0.00143449427559972,0.440277690533549,0.3,0.4835,0.196096325900851,0.0406253729176997,0.616543895858073,0.603024574669187
"25",0.331125403055921,0.94191886857152,0.3,0.5815,0.243766042156869,0.156580772204568,0.729311696448557,0.601148691767709
"26",0.32390191568993,0.187950641848147,0.3,0.57,0.0217772083666497,0.0093008139853703,0.552822422276308,0.168527918781726
"27",0.113458864158019,0.847332442644984,0.3,0.512,0.333772265067402,0.124291313200605,0.701870375205449,0.623644811564275
"28",0.791376812616363,0.67470220150426,0.3,0.6735,0.074940701004388,0.0831711667257941,0.674510627429836,0.323076923076923
"29",0.886912932619452,0.00478215352632105,0.3,0.694,0.000877000300279597,0.000991794541723268,0.532514104990291,NA
"30",0.907979902345687,0.336562251439318,0.3,0.701,0.00783160071297943,0.00943076362847095,0.560599795529699,0.00666666666666667
